"","filename","sentence","index","date","url","filepath"
"1","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"2","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"," All Of The Democrats’ ‘October Surprises’ Against Trump Have Fallen Apart ",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"3","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"4","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"5","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"," Oct 24, 2024 ",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"6","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"7","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"8","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"," All three claims against Trump this week have been ripped apart instantly",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"9","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","With less than two weeks until Election Day, Democrats and their media allies have thrown out multiple allegations against former President Donald Trump that immediately fell apart under basic scrutiny.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"10","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","The first two allegations were featured in a single article in The Atlantic, one from anonymous sources denied by on-the-record insiders who were present, and the other from former White House chief of staff John Kelly, whose claims have also been denied by others.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"11","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","The Atlantic article, by the outlet’s editor-in-chief Jeffrey Goldberg, began with a claim from anonymous sources that Trump, as president, “became angry” when he learned how much a funeral for a murdered soldier would cost. Trump had spoken to the soldier’s family and offered to help pay funeral costs after 20-year-old Vanessa Guillén was killed by a fellow soldier at Fort Hood in April 2020.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"12","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","But Goldberg cited anonymous “attendees” and “contemporaneous notes of the meeting taken by a participant” to claim that Trump was angered when the family sent the White House a funeral bill for $60,000. Trump, according to Goldberg’s anonymous sources, told his staff, “It doesn’t cost 60,000 bucks to bury a f***ing Mexican!”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"13","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","People who were in the room have since come out to deny the claim, including Guillén’s sister and the family attorney, as well as Trump’s former chief of staff Mark Meadows. Meadows’ former spokesman also told The Atlantic that Trump “absolutely did not say that,” but Goldberg wrote in his article that the spokesman “denied having heard Trump make the statement.”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"14","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","The story was already hard to believe because anyone willing to disparage Trump would not need to hide behind anonymity to make such a claim. People who disparage Trump are given media positions, book deals, and praised as heroes, so it makes no sense Goldberg would need to provide anonymity to anyone.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"15","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","MATT WALSH’S ‘AM I RACIST?’ COMING TO DAILYWIRE+ OCT. 28",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"16","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","The second allegation in Goldberg’s article was from Kelly, who has a history of making wild allegations against Trump without evidence. Kelly alleged that Trump would regularly praise Adolf Hitler’s generals – a claim he made to reporters writing an anti-Trump book in 2022 as well. The timing of Kelly’s alleged recollection of the claims is notable – just two weeks before the election, he suddenly remembers conversations with Trump from more than four years earlier.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"17","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Despite the questionable sourcing, the claim allowed the media and Vice President Kamala Harris to rehash their tired “Trump is Hitler” accusations, with Harris even calling a press conference to make the claim.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"18","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","On Wednesday, two former advisers to Vice President Mike Pence’s also disputed Kelly’s claims, The Daily Wire reported. Pence’s former National Security Adviser, retired Gen. Keith Kellogg and his chief of staff Nick Ayers, both publicly denied Kelly’s claims.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"19","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","“Vice President Harris is a fraud. I was in the White House at a senior level much longer than General Kelly. He is complicit in this fraud and has lied to the American people. His lies, as well as John Bolton’s, are a disservice to [the] Nation at this critical time. So are the VP’s,” Kellogg wrote on X.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"20","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Ayers also called Kelly’s claims “patently false.”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"21","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","“I’ve avoided commenting on intra-staff leaks or rumors or even lies as it relates to my time at the White House but General Kelly’s comments regarding President Trump are too egregious to ignore,” Ayers said on X. “I was with each of them more than most, and his commentary is *patently false.*”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"22","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Finally, former model Stacey Williams alleged during a Harris campaign event that Trump had groped her 31 years ago. The timing of her allegation – just two weeks before the election – and the forum in which she made it – a “Survivors for Harris” campaign event – call into question the validity of her claim. Trump has been famous for five decades, and the claim was never mentioned during his previous two presidential campaigns. Multiple women have come forward with dubious claims of harassment against him, yet she waited until 2024 to make hers.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"23","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Her allegation also attempted to tie Trump closer to notorious sex offender Jeffrey Epstein, even though there is more evidence that prominent Democrats were close to Epstein than Trump.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"24","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Williams is also a former activist for President Barack Obama, making her claims even more questionable. And they were published in The Guardian, the same outlet that published dubious sexual assault allegations against Trump just before the 2020 election – accusations that couldn’t get traction from legacy American news outlets.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"25","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Trump campaign press secretary Karoline Leavitt denied the story in no uncertain terms: “These accusations, made by a former activist for Barack Obama and announced on a Harris campaign call two weeks before the election, are unequivocally false. It’s obvious this fake story was contrived by the Harris campaign.”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"26","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Journalist Mark Halperin also said on his podcast “The Morning Meeting” this week that he and likely others have been pitched a story that, if true, would “end Donald Trump’s campaign” but added that he didn’t believe the story was true.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
